Online_Grocery_Site,Product_Catagory,Product_Name,Weight,Unit,DayOfDeal,Date,Original_Price,Discounted_Price,Discount %,Product_Category
KiranaMarket.com,,Colgate Total Advanced Health Anticavity Toothpaste -,120.0,gm,Tuesday,28 Nov 2023,154.0,147.0,4.545454545454541,Beauty 
KiranaMarket.com,,"Colgate Sensitive Everyday Protection Toothpaste, For Sensitivity Relief, 160g, 80g X 2 (Twin Pack) (Pack of",2.0,Pc/Box,Tuesday,28 Nov 2023,195.0,186.0,4.61538461538461,Beauty 
KiranaMarket.com,,"Colgate Charcoal Clean Toothpaste, Bamboo Charcoal and Mint (Black Gel) –",120.0,gm,Tuesday,28 Nov 2023,165.0,157.0,4.848484848484846,Beauty 
KiranaMarket.com,,Colgate Slim Soft Charcoal Toothbrush (Buy 2 Get 2 Free),4,Pc/Box,Tuesday,28 Nov 2023,150.0,128.0,14.66666666666666,Beauty 
KiranaMarket.com,,Palmolive Colgate Kids Wonder Woman Extra,Soft,Pc/Box,Tuesday,28 Nov 2023,79.0,68.0,13.924050632911388,Beauty 
KiranaMarket.com,,Sensodyne Sensitive Toothpaste Whitening,70,gm,Tuesday,28 Nov 2023,140.0,124.0,11.428571428571432,Beauty 
KiranaMarket.com,,Sensodyne Sensitive Toothbrush with Soft Bristles Pack,4,Pc/Box,Tuesday,28 Nov 2023,145.0,125.0,13.793103448275868,Beauty 
KiranaMarket.com,,YARDLEY GOLD LATHER,SHAVING,Pc/Box,Tuesday,28 Nov 2023,70.0,56.0,20.0,Beauty 
KiranaMarket.com,,VIP Hair Color Shampoo,180.0,ml,Tuesday,28 Nov 2023,500.0,475.0,5.000000000000004,Beauty 
KiranaMarket.com,,VIP Hair Color Shampoo Black 5 in 1,40,ml,Tuesday,28 Nov 2023,96.0,92.0,4.166666666666663,Beauty 
KiranaMarket.com,,"VIP Hair Colour Shampoo, Black",20.0,ml,Tuesday,28 Nov 2023,55.0,78.0,0.0,Beauty 
KiranaMarket.com,,Oral B Sensitive Whitening Toothbrush - 2,Pieces,Pc/Box,Tuesday,28 Nov 2023,78.0,67.0,14.102564102564108,Beauty 
KiranaMarket.com,,"Oral-B Ultrathin Sensitive Toothbrush - 1 Piece (Green, Buy 2 Get",1,Pc/Box,Tuesday,28 Nov 2023,140.0,133.0,5.000000000000004,Beauty 
KiranaMarket.com,,Pantene Hairfall Control Shampoo,72.0,ml,Tuesday,28 Nov 2023,72.0,69.0,4.166666666666663,Beauty 
KiranaMarket.com,,Pantene Hairfall Control Shampoo,360.0,ml,Tuesday,28 Nov 2023,220.0,199.0,9.545454545454549,Beauty 
KiranaMarket.com,,"Oral-B Pro-Health Toothbrush, 1","Piece,",Pc/Box,Tuesday,28 Nov 2023,75.0,64.0,14.66666666666666,Beauty 
KiranaMarket.com,,Old Spice After Shave Lotion - 50,ml,Pc/Box,Tuesday,28 Nov 2023,120.0,114.0,5.000000000000004,Beauty 
KiranaMarket.com,,Oral B - Pack of 2 - Toothbrush with Neem extract in Bristles Cleans in between teeth and along Gumline - Buy Genuine from Uncle Duncun's,Store,Pc/Box,Tuesday,28 Nov 2023,35.0,30.0,14.28571428571429,Beauty 
KiranaMarket.com,,Oral-B Sensitive Whitening Toothbrush - 1,Piece,Pc/Box,Tuesday,28 Nov 2023,49.0,42.0,14.28571428571429,Beauty 
KiranaMarket.com,,Pantene Advanced Hair Care Solution Lively Clean Shampoo,90,ml,Tuesday,28 Nov 2023,60.0,57.0,5.000000000000004,Beauty 
KiranaMarket.com,,Colgate Kids Batman Battery Power Toothbrush,1,Pc/Box,Tuesday,28 Nov 2023,499.0,374.0,25.05010020040081,Beauty 
KiranaMarket.com,,Godrej Shaving Cream - 20 g,(Lime,Pc/Box,Tuesday,28 Nov 2023,25.0,24.0,4.000000000000004,Beauty 
KiranaMarket.com,,Godrej Sensitive Shaving Cream,20,gm,Tuesday,28 Nov 2023,25.0,24.0,4.000000000000004,Beauty 
KiranaMarket.com,,Godrej Shaving Cream - 20 g,(Cool,Pc/Box,Tuesday,28 Nov 2023,25.0,24.0,4.000000000000004,Beauty 
KiranaMarket.com,,POND'S Moisturising Cold Cream,55,ml,Tuesday,28 Nov 2023,95.0,83.0,12.631578947368416,Beauty 
KiranaMarket.com,,POND'S Moisturing Cold Cream,55.0,ml,Tuesday,28 Nov 2023,95.0,89.0,6.315789473684208,Beauty 
KiranaMarket.com,,TRESemme Hair Fall Defence Conditioner,80.0,ml,Tuesday,28 Nov 2023,90.0,86.0,4.444444444444439,Beauty 
KiranaMarket.com,,Dove Daily Shine Conditioner,180.0,ml,Tuesday,28 Nov 2023,190.0,176.7,7.000000000000006,Beauty 
KiranaMarket.com,,Lever Ayush Anti Cavity Clove Oil Toothpaste,150,gm,Tuesday,28 Nov 2023,105.0,100.0,4.761904761904767,Beauty 
KiranaMarket.com,,Vaseline Cocoa Butter Skin Protecting Petroleum Jelly,21.0,Pc/Box,Tuesday,28 Nov 2023,49.0,47.0,4.081632653061229,Beauty 
KiranaMarket.com,,TRESemme Shampoo - Smooth and Shine,80ml,Pc/Box,Tuesday,28 Nov 2023,65.0,62.0,4.61538461538461,Beauty 
KiranaMarket.com,,Tresemme Keratin Smooth with Argon Oil Shampoo,85.0,ml,Tuesday,28 Nov 2023,75.0,72.0,4.000000000000004,Beauty 
KiranaMarket.com,,Hair & Care Silk n Shine Leave-in Conditioner with fruit vitamins,100,ml,Tuesday,28 Nov 2023,215.0,199.0,7.441860465116279,Beauty 
KiranaMarket.com,,Himalaya Herbals Complete Care Toothpaste,150,gm,Tuesday,28 Nov 2023,76.0,65.0,14.473684210526317,Beauty 
KiranaMarket.com,,Dabur Gulabari Cold Cream,30.0,ml,Tuesday,28 Nov 2023,44.0,41.8,5.000000000000004,Beauty 
KiranaMarket.com,,Dabur Gulabari Moisturising Cold Cream,55.0,ml,Tuesday,28 Nov 2023,80.0,75.0,6.25,Beauty 
KiranaMarket.com,,Dabur Meswak Toothpaste - 200g (Pack of,2.0,Pc/Box,Tuesday,28 Nov 2023,167.0,153.64,8.000000000000007,Beauty 
KiranaMarket.com,,Dabur Red Gel Toothpaste,150,gm,Tuesday,28 Nov 2023,85.0,80.0,5.882352941176472,Beauty 
KiranaMarket.com,,Park Avenue Beer Shampoo Hair Fall Control,180,ml,Tuesday,28 Nov 2023,155.0,132.0,14.83870967741936,Beauty 
KiranaMarket.com,,"Colgate Active Salt Lemon Toothpaste, Germ Fighting Toothpaste for Healthy Gums, Removes Yellowness of Teeth",200.0,gm,Tuesday,28 Nov 2023,155.0,148.0,4.516129032258065,Beauty 
KiranaMarket.com,,Colgate Strong Teeth Anticavity Toothpaste with Amino Shakti -,200.0,gm,Tuesday,28 Nov 2023,103.0,93.0,9.708737864077666,Beauty 
KiranaMarket.com,,Colgate Toothpowder - with Calcium and Minerals - 100,g,Pc/Box,Tuesday,28 Nov 2023,60.0,57.0,5.000000000000004,Beauty 
KiranaMarket.com,,Colgate Toothpaste Herbal - 100,g,Pc/Box,Tuesday,28 Nov 2023,58.0,49.0,15.517241379310342,Beauty 
KiranaMarket.com,,"Colgate Cibaca Anti-Cavity Toothpaste, For Healthy, White Teeth",175.0,gm,Tuesday,28 Nov 2023,57.0,48.0,15.789473684210533,Beauty 
KiranaMarket.com,,"Colgate ZigZag charcoal Toothbrush (Medium, Pack of",4.0,Pc/Box,Tuesday,28 Nov 2023,120.0,100.0,16.666666666666664,Beauty 
KiranaMarket.com,,"Colgate ZigZag Antibacterial Toothbrush (Medium, Pack of",6.0,Pc/Box,Tuesday,28 Nov 2023,120.0,100.0,16.666666666666664,Beauty 
KiranaMarket.com,,Colgate Neo Toothbrush,(Ultra,Pc/Box,Tuesday,28 Nov 2023,40.0,34.0,15.000000000000002,Beauty 
KiranaMarket.com,,Colgate Toothpaste Maxfresh Spicy Fresh- 80 g,(Red,Pc/Box,Tuesday,28 Nov 2023,72.0,69.0,4.166666666666663,Beauty 
KiranaMarket.com,,"Colgate Charcoal Clean Toothpaste, Bamboo Charcoal and Mint (Black Gel) – 240g",Saver,Pc/Box,Tuesday,28 Nov 2023,230.0,219.0,4.7826086956521685,Beauty 
KiranaMarket.com,,Colgate ZigZag Charcoal Soft Bristle Toothbrush,4,Pc/Box,Tuesday,28 Nov 2023,120.0,100.0,16.666666666666664,Beauty 
KiranaMarket.com,,"Colgate Visible White, Teeth Whitening Toothpaste, 100g",(Sparkling,Pc/Box,Tuesday,28 Nov 2023,115.0,111.0,3.4782608695652195,Beauty 
KiranaMarket.com,,Sensodyne Sensitive Toothbrush,(2+1,Pc/Box,Tuesday,28 Nov 2023,100.0,90.0,9.999999999999998,Beauty 
KiranaMarket.com,,Sensodyne Extra Fresh Gel Toothpaste,450.0,gm,Tuesday,28 Nov 2023,440.0,418.0,5.000000000000004,Beauty 
KiranaMarket.com,,Yardley Gold After Shave Lotion with Aloe Vera,50.0,ml,Tuesday,28 Nov 2023,115.0,104.0,9.565217391304348,Beauty 
KiranaMarket.com,,Yardley Elegance After Shave Lotion with Aloe Vera,50.0,ml,Tuesday,28 Nov 2023,115.0,95.0,17.391304347826086,Beauty 
KiranaMarket.com,,Yardley Gold Elegance Shaving Cream,70,gm,Tuesday,28 Nov 2023,70.0,56.0,20.0,Beauty 
KiranaMarket.com,,Head & Shoulders Cool Menthol Shampoo,72.0,ml,Tuesday,28 Nov 2023,75.0,72.0,4.000000000000004,Beauty 
KiranaMarket.com,,"Head & Shoulders , Anti Dandruff Shampoo, Cool Menthol",180,ml,Tuesday,28 Nov 2023,197.0,188.0,4.5685279187817285,Beauty 
KiranaMarket.com,,Lakme Faceit Compact Cinnamon,9.0,gm,Tuesday,28 Nov 2023,180.0,171.0,5.000000000000004,Beauty 
KiranaMarket.com,,Active Wheel 2 in 1 Clean And Fresh,1.0,Kg,Tuesday,28 Nov 2023,76.0,73.0,3.9473684210526327,Household Care 
KiranaMarket.com,,Tide Ultra Matic Detergent Washing Powder,2.0,Kg,Tuesday,28 Nov 2023,320.0,299.0,6.562500000000004,Household Care 
KiranaMarket.com,,Comfort Fabric Conditioner After Wash Morning Fresh,220.0,ml,Tuesday,28 Nov 2023,58.0,56.0,3.4482758620689613,Household Care 
KiranaMarket.com,,Godrej Ezee Liquid Detergent,1L,Kg,Tuesday,28 Nov 2023,175.0,166.0,5.142857142857138,Household Care 
KiranaMarket.com,,Godrej Ezee Liquid Detergent,500.0,gm,Tuesday,28 Nov 2023,95.0,91.0,4.210526315789476,Household Care 
KiranaMarket.com,,Godrej Hit Anti Roach Gel - Cockroach Killer,20.0,gm,Tuesday,28 Nov 2023,300.0,285.0,5.000000000000004,Household Care 
KiranaMarket.com,,Rin Ala Bleach Fabric Whitener,500.0,ml,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Household Care 
KiranaMarket.com,,Rin Detergent Soap Bar,250.0,gm,Tuesday,28 Nov 2023,25.0,24.0,4.000000000000004,Household Care 
KiranaMarket.com,,"Surf Excel Detergent Bar, 800g(200g",4.0,Pc/Box,Tuesday,28 Nov 2023,122.0,116.0,4.918032786885251,Household Care 
KiranaMarket.com,,Surf Excel Easy Wash Detergent Liquid,500.0,ml,Tuesday,28 Nov 2023,105.0,100.0,4.761904761904767,Household Care 
KiranaMarket.com,,Surf Excel Matic Front Load Detergent Powder,1.0,Kg,Tuesday,28 Nov 2023,290.0,276.0,4.82758620689655,Household Care 
KiranaMarket.com,,Vim Dish Washing Bar 250g with,Free,Pc/Box,Tuesday,28 Nov 2023,32.0,31.0,3.125,Household Care 
KiranaMarket.com,,Vim Liquid Dish Washing Gel,250.0,ml,Tuesday,28 Nov 2023,55.0,53.0,3.6363636363636376,Household Care 
KiranaMarket.com,,Vim Liquid Dish Washing Gel,500.0,ml,Tuesday,28 Nov 2023,125.0,119.0,4.800000000000004,Household Care 
KiranaMarket.com,,Wheel Detergent Powder,500.0,gm,Tuesday,28 Nov 2023,38.0,37.0,2.631578947368418,Household Care 
KiranaMarket.com,,Nirma Detergent Powder,1.0,Kg,Tuesday,28 Nov 2023,64.0,61.0,4.6875,Household Care 
KiranaMarket.com,,Washing Soda,1.0,Kg,Tuesday,28 Nov 2023,40.0,40.0,0.0,Household Care 
KiranaMarket.com,,Starch Powder / Ganji Pindi,500.0,gm,Tuesday,28 Nov 2023,35.0,279.0,0.0,Household Care 
KiranaMarket.com,,Ambipur Exotic Jasmine Room Air Freshner Spray,275.0,gm,Tuesday,28 Nov 2023,279.0,266.0,4.659498207885305,Household Care 
KiranaMarket.com,,Ambipur Lavender Bouquet Room Air Freshner Spray,275.0,gm,Tuesday,28 Nov 2023,279.0,266.0,4.659498207885305,Household Care 
KiranaMarket.com,,Ambipur Rose & Blossom Room Air Freshner Spray,275.0,gm,Tuesday,28 Nov 2023,279.0,266.0,4.659498207885305,Household Care 
KiranaMarket.com,,Ambipur Sandalwood Room Air Freshner Spray,275.0,gm,Tuesday,28 Nov 2023,279.0,266.0,4.659498207885305,Household Care 
KiranaMarket.com,,Ambipur Sweet Berries Room Air Freshner Spray,275.0,gm,Tuesday,28 Nov 2023,299.0,285.0,4.682274247491636,Household Care 
KiranaMarket.com,,Odonil Citrus Fresh Room Air Freshner Spray,190.0,ml,Tuesday,28 Nov 2023,99.0,87.0,12.12121212121212,Household Care 
KiranaMarket.com,,Odonil Jasmine Fresh Room Air Freshner Spray,270.0,ml,Tuesday,28 Nov 2023,149.0,129.0,13.422818791946312,Household Care 
KiranaMarket.com,,"Odonil Lavender Mist Room Air Freshner Spray, 137g /",240.0,ml,Tuesday,28 Nov 2023,149.0,75.0,49.66442953020134,Household Care 
KiranaMarket.com,,Odonil Sandal Bouquet Room Air Freshner Spray,190.0,ml,Tuesday,28 Nov 2023,99.0,87.0,12.12121212121212,Household Care 
KiranaMarket.com,,Comfort Anti Bacterial Fabric Conditioner,220.0,ml,Tuesday,28 Nov 2023,60.0,57.0,5.000000000000004,Household Care 
KiranaMarket.com,,Comfort Lily Fresh Fabric Conditioner,220.0,ml,Tuesday,28 Nov 2023,58.0,56.0,3.4482758620689613,Household Care 
KiranaMarket.com,,Comfort Morning Fresh Fabric Conditioner,430.0,ml,Tuesday,28 Nov 2023,120.0,114.0,5.000000000000004,Household Care 
KiranaMarket.com,,Godrej Ezee Liquid Detergent,250.0,gm,Tuesday,28 Nov 2023,49.0,46.0,6.122448979591832,Household Care 
KiranaMarket.com,,Ariel Matic Top Load Detergent Powder,1.0,Kg,Tuesday,28 Nov 2023,285.0,271.0,4.912280701754391,Household Care 
KiranaMarket.com,,Surf Excel Matic Top Load Detergent Liquid,500.0,ml,Tuesday,28 Nov 2023,120.0,114.0,5.000000000000004,Household Care 
KiranaMarket.com,,Surf Excel Matic Front Load Detergent Liquid,500.0,ml,Tuesday,28 Nov 2023,127.0,121.0,4.7244094488189,Household Care 
KiranaMarket.com,,Rin Detergent Liquid,430.0,ml,Tuesday,28 Nov 2023,90.0,86.0,4.444444444444439,Household Care 
KiranaMarket.com,,Vim Dishwash Gel Lemon,750.0,ml,Tuesday,28 Nov 2023,199.0,190.0,4.522613065326631,Household Care 
KiranaMarket.com,,"Ariel Complete Detergent Powder, 500g +",200.0,gm,Tuesday,28 Nov 2023,165.0,157.0,4.848484848484846,Household Care 
KiranaMarket.com,,Ariel Matic Top Load Detergent Powder,500.0,gm,Tuesday,28 Nov 2023,135.0,129.0,4.444444444444439,Household Care 
KiranaMarket.com,,Ariel Matic Front Load Detergent Powder,500.0,gm,Tuesday,28 Nov 2023,145.0,131.0,9.6551724137931,Household Care 
KiranaMarket.com,,"Ariel Complete Detergent Powder, 1Kg + 500g , Ariel Top load Liquid",500ml,Pc/Box,Tuesday,28 Nov 2023,370.0,352.0,4.86486486486486,Household Care 
KiranaMarket.com,,Ariel Perfect Wash Detergent Powder,500.0,gm,Tuesday,28 Nov 2023,80.0,76.0,5.000000000000004,Household Care 
KiranaMarket.com,,"Ariel Colour Care Detergent Powder, 2Kg +",1.0,Kg,Tuesday,28 Nov 2023,498.0,448.0,10.040160642570283,Household Care 
KiranaMarket.com,,Tide Jasmine & Rose Detergent Powder,2.0,Kg,Tuesday,28 Nov 2023,212.0,200.0,5.660377358490565,Household Care 
KiranaMarket.com,,"Ariel Complete Detergent Powder, 2Kg +",1.0,Kg,Tuesday,28 Nov 2023,498.0,448.0,10.040160642570283,Household Care 
KiranaMarket.com,,Tide Lemon & Mint Detergent Powder,1.0,Kg,Tuesday,28 Nov 2023,140.0,130.0,7.14285714285714,Household Care 
KiranaMarket.com,,Tide Lemon & Mint Detergent Powder,500.0,gm,Tuesday,28 Nov 2023,70.0,67.0,4.285714285714281,Household Care 
KiranaMarket.com,,Tide Jasmine & Rose Detergent Powder,500.0,gm,Tuesday,28 Nov 2023,70.0,67.0,4.285714285714281,Household Care 
KiranaMarket.com,,Tide Ultra 3 in 1 Clean Detergent Powder,1.0,Kg,Tuesday,28 Nov 2023,140.0,133.0,5.000000000000004,Household Care 
KiranaMarket.com,,Tide Ultra 3 in 1 Clean Detergent Powder,500.0,gm,Tuesday,28 Nov 2023,65.0,62.0,4.61538461538461,Household Care 
KiranaMarket.com,,Tide Naturals Lemon & Chandan Detergent Powder,800.0,gm,Tuesday,28 Nov 2023,75.0,72.0,4.000000000000004,Household Care 
KiranaMarket.com,,Surf Excel Front Load Detergent Powder,500.0,gm,Tuesday,28 Nov 2023,125.0,119.0,4.800000000000004,Household Care 
KiranaMarket.com,,Vanish Oxi Action All in One Colour Safe Detergent Booster,100.0,gm,Tuesday,28 Nov 2023,69.0,66.0,4.347826086956519,Household Care 
KiranaMarket.com,,Hit Mosquito & Fly Killer Spray,625.0,ml,Tuesday,28 Nov 2023,340.0,323.0,5.000000000000004,Household Care 
KiranaMarket.com,,Hit Mosquito and Fly Killer Spray Lime Fragrance,625.0,ml,Tuesday,28 Nov 2023,375.0,357.0,4.800000000000004,Household Care 
KiranaMarket.com,,Surf Excel Easy Wash Detergent Powder,3.0,Kg,Tuesday,28 Nov 2023,445.0,430.0,3.3707865168539297,Household Care 
KiranaMarket.com,,Rin Detergent Powder,2.0,Kg,Tuesday,28 Nov 2023,215.0,205.0,4.651162790697672,Household Care 
KiranaMarket.com,,Surf Excel Easy Wash Detergent Powder,1.5,Kg,Tuesday,28 Nov 2023,235.0,225.0,4.255319148936165,Household Care 
KiranaMarket.com,,"Exo Dishwash Round Bar, 250g",with,Pc/Box,Tuesday,28 Nov 2023,32.0,31.0,3.125,Household Care 
KiranaMarket.com,,"Ariel Complete Detergent Powder, 4Kg",Value,Pc/Box,Tuesday,28 Nov 2023,1280.0,1216.0,5.000000000000004,Household Care 
KiranaMarket.com,,Vim Dishwashing Lemon Bar,145.0,gm,Tuesday,28 Nov 2023,10.0,460.0,0.0,Household Care 
KiranaMarket.com,,Ariel Matic Liquid Detergent,2L,Pc/Box,Tuesday,28 Nov 2023,460.0,414.0,9.999999999999998,Household Care 
KiranaMarket.com,,Surf Excel Quick Wash Detergent Powder,1.0,Kg,Tuesday,28 Nov 2023,220.0,209.0,5.000000000000004,Household Care 
KiranaMarket.com,,Surf Excel Quick Wash Detergent Powder,500.0,gm,Tuesday,28 Nov 2023,110.0,105.0,4.545454545454541,Household Care 
KiranaMarket.com,,Domex Floor Cleaner,500.0,ml,Tuesday,28 Nov 2023,114.0,109.0,4.385964912280704,Household Care 
KiranaMarket.com,,Domex Disinfectant Toilet Expert,500.0,ml,Tuesday,28 Nov 2023,102.0,98.0,3.9215686274509776,Household Care 
KiranaMarket.com,,Rin Detergent Bar,140.0,gm,Tuesday,28 Nov 2023,10.0,525.0,0.0,Household Care 
KiranaMarket.com,,"Tide Jasmine & Rose Detergent Powder, 4Kg +",1Kg,Pc/Box,Tuesday,28 Nov 2023,525.0,499.0,4.9523809523809526,Household Care 
KiranaMarket.com,,Tide Jasmine & Rose Detergent Powder,1.0,Kg,Tuesday,28 Nov 2023,132.0,125.0,5.303030303030298,Household Care 
KiranaMarket.com,,Ariel Matic Front Load Detergent Powder,1.0,Kg,Tuesday,28 Nov 2023,285.0,271.0,4.912280701754391,Household Care 
KiranaMarket.com,,"Surf Excel Matic Top Load Detergent Powder, 4Kg +",2Kg,Pc/Box,Tuesday,28 Nov 2023,1325.0,1260.0,4.9056603773584895,Household Care 
KiranaMarket.com,,Surf Excel Matic Front Load Detergent Liquid,1.0,Pc/Box,Tuesday,28 Nov 2023,185.0,176.0,4.86486486486486,Household Care 
KiranaMarket.com,,Surf Excel Matic Top Load Detergent Liquid,1.02,Litre,Tuesday,28 Nov 2023,190.0,181.0,4.736842105263161,Household Care 
KiranaMarket.com,,Dettol Disinfectant Liquid Cleaner Lime Fresh,500.0,ml,Tuesday,28 Nov 2023,193.0,185.0,4.145077720207258,Household Care 
KiranaMarket.com,,"Surf Excel Matic Front Load Detergent Powder, 4Kg +",2Kg,Pc/Box,Tuesday,28 Nov 2023,1099.0,990.0,9.91810737033667,Household Care 
KiranaMarket.com,,Vim Bar,300.0,gm,Tuesday,28 Nov 2023,30.0,29.0,3.3333333333333326,Household Care 
KiranaMarket.com,,"Harpic Bathroom Cleaner Lemon, 1L with free",Harpic,Pc/Box,Tuesday,28 Nov 2023,172.0,163.0,5.232558139534882,Household Care 
KiranaMarket.com,,Harpic Twin Pack Offer ( Bathroom 500ml & Toilet,500ml,Pc/Box,Tuesday,28 Nov 2023,162.0,153.0,5.555555555555558,Household Care 
KiranaMarket.com,,Maricos Travel Protect Surface Disinfectant Spray,75.0,ml,Tuesday,28 Nov 2023,99.0,93.0,6.060606060606055,Household Care 
KiranaMarket.com,,Rin Detergent Powder,500.0,gm,Tuesday,28 Nov 2023,58.0,56.0,3.4482758620689613,Household Care 
KiranaMarket.com,,Odonil Air Sanitizer Floral Bouquet,270.0,ml,Tuesday,28 Nov 2023,199.0,160.0,19.59798994974874,Household Care 
KiranaMarket.com,,Surf Excel Matic Front Load Liquid,2.0,Pc/Box,Tuesday,28 Nov 2023,490.0,466.0,4.897959183673473,Household Care 
KiranaMarket.com,,Surf Excel Matic Top Load Detergent Liquid,2.0,Pc/Box,Tuesday,28 Nov 2023,430.0,409.0,4.88372093023256,Household Care 
KiranaMarket.com,,Harpic Hygienic Toilet Rim Block Citrus,26.0,gm,Tuesday,28 Nov 2023,82.0,78.0,4.878048780487809,Household Care 
KiranaMarket.com,,"Surf Excel Quick Wash Detergent Powder, 3Kg +",1Kg,Pc/Box,Tuesday,28 Nov 2023,600.0,570.0,5.000000000000004,Household Care 
KiranaMarket.com,,Mangaldeep Lavender Premium Agarbattis,106.0,Pc/Box,Tuesday,28 Nov 2023,70.0,67.0,4.285714285714281,Household Care 
KiranaMarket.com,,"Mangaldeep 4 in 1 Puja Agarbattis, 130 Sticks",ZIp,Pc/Box,Tuesday,28 Nov 2023,70.0,62.0,11.428571428571432,Household Care 
KiranaMarket.com,,"Mangaldeep Mogra Puja Agarbattis, 130 Sticks",Zip,Pc/Box,Tuesday,28 Nov 2023,65.0,58.5,9.999999999999998,Household Care 
KiranaMarket.com,,Mangaldeep Anushri Puja Agarbattis,65,Pc/Box,Tuesday,28 Nov 2023,20.0,19.0,5.000000000000004,Household Care 
KiranaMarket.com,,Mangaldeep Fragrance Of Temple,130,Pc/Box,Tuesday,28 Nov 2023,65.0,62.0,4.61538461538461,Household Care 
KiranaMarket.com,,Hai Sai Rose Incense Sticks,160,gm,Tuesday,28 Nov 2023,70.0,56.0,20.0,Household Care 
KiranaMarket.com,,Hari Sai Mogra Incense Sticks,160.0,gm,Tuesday,28 Nov 2023,70.0,56.0,20.0,Household Care 
KiranaMarket.com,,Cycle Pure Agarbathies Thee in One. 80 Sticks,105.0,gm,Tuesday,28 Nov 2023,50.0,48.0,4.000000000000004,Household Care 
KiranaMarket.com,,Cycle Pure Agarbathies Thee In One,234.0,gm,Tuesday,28 Nov 2023,100.0,90.0,9.999999999999998,Household Care 
KiranaMarket.com,,Hit Black,200.0,ml,Tuesday,28 Nov 2023,115.0,110.0,4.347826086956519,Household Care 
KiranaMarket.com,,"Odonil Jasmine Fresh Room Air Freshner Spray, 108g /",190.0,ml,Tuesday,28 Nov 2023,99.0,95.0,4.040404040404044,Household Care 
KiranaMarket.com,,Ariel Matic Top Load Liquid Detergent,1L,Pc/Box,Tuesday,28 Nov 2023,220.0,160.0,27.27272727272727,Household Care 
KiranaMarket.com,,Ariel Matic Front Load Liquid Detergent,1,Litre,Tuesday,28 Nov 2023,265.0,185.0,30.188679245283023,Household Care 
KiranaMarket.com,,Godrej Aer Pocket Bathroom Fragrance - 10 g (Violet,Valley,Pc/Box,Tuesday,28 Nov 2023,55.0,52.0,5.454545454545457,Household Care 
KiranaMarket.com,,"Godrej aer pocket, Bathroom Air Fragrance - Morning Misty Meadows",10.0,Pc/Box,Tuesday,28 Nov 2023,55.0,52.0,5.454545454545457,Household Care 
KiranaMarket.com,,"Godrej aer pocket, Bathroom Air Fragrance - Petal Crush Pink",10.0,Pc/Box,Tuesday,28 Nov 2023,55.0,52.0,5.454545454545457,Household Care 
KiranaMarket.com,,"Godrej Goodknight 100% Natural Mosquito Repellent Fabric Roll On, (Fragrance - Citrus)",8,ml,Tuesday,28 Nov 2023,80.0,76.0,5.000000000000004,Household Care 
KiranaMarket.com,,Hit Rat Repellent Glue Pad -,50.0,gm,Tuesday,28 Nov 2023,120.0,114.0,5.000000000000004,Household Care 
KiranaMarket.com,,Hit Rat Glue pad,25.0,gm,Tuesday,28 Nov 2023,60.0,57.0,5.000000000000004,Household Care 
KiranaMarket.com,,Good knight Gold Flash Refill,(45,Pc/Box,Tuesday,28 Nov 2023,77.0,74.0,3.8961038961038974,Household Care 
KiranaMarket.com,,Good Knight Smart Spray,150.0,ml,Tuesday,28 Nov 2023,199.0,180.0,9.547738693467334,Household Care 
KiranaMarket.com,,Surf Excel Matic Top Load Detergent Powder,1,Kg,Tuesday,28 Nov 2023,270.0,257.0,4.814814814814817,Household Care 
KiranaMarket.com,,Surf Excel Easy Wash Detergent Powder,1,Kg,Tuesday,28 Nov 2023,164.0,156.0,4.878048780487809,Household Care 
KiranaMarket.com,,Vim Dishwash Bar Lemon 200 g (Pack of,3.0,Pc/Box,Tuesday,28 Nov 2023,60.0,57.0,5.000000000000004,Household Care 
KiranaMarket.com,,Vim Dishwash Anti Smell Bar Pudina,250,gm,Tuesday,28 Nov 2023,29.0,28.0,3.4482758620689613,Household Care 
KiranaMarket.com,,Vim Extra Anti Bac Dishwash Bar,300g,Pc/Box,Tuesday,28 Nov 2023,29.0,28.0,3.4482758620689613,Household Care 
KiranaMarket.com,,Good knight Mosquito Repellent Refill,Pack,Pc/Box,Tuesday,28 Nov 2023,77.0,74.0,3.8961038961038974,Household Care 
KiranaMarket.com,,HIT Cockroach Killer Spray,625.0,ml,Tuesday,28 Nov 2023,305.0,290.0,4.918032786885251,Household Care 
KiranaMarket.com,,"Godrej aer spray, Home & Office Air Freshener - Cool Surf Blue",(240,Pc/Box,Tuesday,28 Nov 2023,169.0,161.0,4.7337278106508895,Household Care 
KiranaMarket.com,,Sanifresh Shine Toilet Cleaner - 500 ml with Free Odonil Air Freshner,50,gm,Tuesday,28 Nov 2023,89.0,85.0,4.49438202247191,Household Care 
KiranaMarket.com,,Odonil Bathroom Air Freshener Zipper Mix -10 g (Pack of,3.0,Pc/Box,Tuesday,28 Nov 2023,160.0,145.0,9.375,Household Care 
KiranaMarket.com,,Odonil Smile Bathroom and Car Freshener 2,Pieces,Pc/Box,Tuesday,28 Nov 2023,50.0,45.0,9.999999999999998,Household Care 
KiranaMarket.com,,"Odonil Smile Miami Dream Air Freshner, Love (Set of",2,Pc/Box,Tuesday,28 Nov 2023,50.0,45.0,9.999999999999998,Household Care 
